"Born 1951 Director father. Was a succesful model before returning to film. Won Supporting Actress Oscar in Prizzi's Honor", "Anjelica Huston"
"Born Nov 21, 1945, She starred in the movie Lovers and Liars - 1979", "goldie hawn"
"Born Nov 21, 1945, She starred in the movie Overboard - 1987", "goldie hawn"
"Born Nov 21, 1945, She starred in the movie Private Benjamin - 1980", "goldie hawn"
"Born Nov 21, 1945, She starred in the movie Protocol - 1984", "goldie hawn"
"Born Nov 21, 1945, She starred in the movie Seems Like Old Times - 1980", "goldie hawn"
"Born Nov 21, 1945, She starred in the movie Shampoo - 1975", "goldie hawn"
"Born Nov 21, 1945, She starred in the movie Swing Shift - 1984", "goldie hawn"
"Born Nov 21, 1945, She starred in the movie The Duchess and the Dirtwater Fox - 1976", "goldie hawn"
"Born Nov 21, 1945, She starred in the movie The First Wives Club - 1996", "goldie hawn"
"Born Nov 21, 1945, She starred in the movie The Girl From Petrovka - 1974", "goldie hawn"
"Born Nov 21, 1945, She starred in the movie The One and Only, Genuine, Original Family Band - 1968", "goldie hawn"
"Born Nov 21, 1945, She starred in the movie The Out-of-Towners - 1999", "goldie hawn"
"Born Nov 21, 1945, She starred in the movie The Sugarland Express - 1974", "goldie hawn"
"Born Nov 21, 1945, She starred in the movie There's a Girl in My Soup - 1970", "goldie hawn"
"Born Nov 21, 1945, She starred in the movie Travels With Anita - 1978", "goldie hawn"
"Born Nov 21, 1945, She starred in the movie Wildcats - 1986", "goldie hawn"
"Born Nov 22, 1958, She starred in the movie A Fish Called Wanda - 1988", "jamie lee curtis"
"Born Nov 22, 1958, She starred in the movie A Man in Love - 1987", "jamie lee curtis"
"Born Nov 22, 1958, She starred in the movie Amazing Grace and Chuck - 1987", "jamie lee curtis"
"Born Nov 22, 1958, She starred in the movie Blue Steel - 1990", "jamie lee curtis"
"Born Nov 22, 1958, She starred in the movie Dominick and Eugene - 1988", "jamie lee curtis"
"Born Nov 22, 1958, She starred in the movie Drowning Mona - 2000", "jamie lee curtis"
"Born Nov 22, 1958, She starred in the movie Fierce Creatures - 1997", "jamie lee curtis"
"Born Nov 22, 1958, She starred in the movie Forever Young - 1992", "jamie lee curtis"
"Born Nov 22, 1958, She starred in the movie Grandview, U.S.A. - 1984", "jamie lee curtis"
"Born Nov 22, 1958, She starred in the movie Halloween - 1978", "jamie lee curtis"
"Born Nov 22, 1958, She starred in the movie Halloween II - 1981", "jamie lee curtis"
"Born Nov 22, 1958, She starred in the movie House Arrest - 1996", "jamie lee curtis"
"Born Nov 22, 1958, She starred in the movie Inflammable - 1996", "jamie lee curtis"
"Born Nov 22, 1958, She starred in the movie Love Letters - 1984", "jamie lee curtis"
"Born Nov 22, 1958, She starred in the movie Mother's Boys - 1994", "jamie lee curtis"
"Born Nov 22, 1958, She starred in the movie My Girl - 1991", "jamie lee curtis"
"Born Nov 22, 1958, She starred in the movie My Girl 2 - 1994", "jamie lee curtis"
"Born Nov 22, 1958, She starred in the movie Perfect - 1985", "jamie lee curtis"
"Born Nov 22, 1958, She starred in the movie Prom Night - 1980", "jamie lee curtis"
"Born Nov 22, 1958, She starred in the movie Queens Logic - 1991", "jamie lee curtis"
"Born Nov 22, 1958, She starred in the movie Road Games - 1981", "jamie lee curtis"
"Born Nov 22, 1958, She starred in the movie Terror Train - 1980", "jamie lee curtis"
"Born Nov 22, 1958, She starred in the movie The Adventures of Buckaroo Banzai Across the 8th Dimension - 1984", "jamie lee curtis"
"Born Nov 22, 1958, She starred in the movie The Fog - 1980", "jamie lee curtis"
"Born Nov 22, 1958, She starred in the movie Trading Places - 1983", "jamie lee curtis"
"Born Nov 22, 1958, She starred in the movie True Lies - 1994", "jamie lee curtis"
"Born Nov 22, 1958, She starred in the movie Virus - 1998", "jamie lee curtis"
"Born Nov 6, 1946, She starred in the movie A Century of Cinema - 1994", "sally field"
"Born Nov 6, 1946, She starred in the movie Absence of Malice - 1981", "sally field"
"Born Nov 6, 1946, She starred in the movie Back Roads - 1981", "sally field"
"Born Nov 6, 1946, She starred in the movie Beyond the Poseidon Adventure - 1979", "sally field"
"Born Nov 6, 1946, She starred in the movie Bridger - 1976", "sally field"
"Born Nov 6, 1946, She starred in the movie Eye for an Eye - 1996", "sally field"
"Born Nov 6, 1946, She starred in the movie Forrest Gump - 1994", "sally field"
"Born Nov 6, 1946, She starred in the movie Heroes - 1977", "sally field"
"Born Nov 6, 1946, She starred in the movie Hitched - 1971", "sally field"
"Born Nov 6, 1946, She starred in the movie Home for the Holidays - 1972", "sally field"
"Born Nov 6, 1946, She starred in the movie Homeward Bound II- Lost in San Francisco - 1996", "sally field"
"Born Nov 6, 1946, She starred in the movie Hooper - 1978", "sally field"
"Born Nov 6, 1946, She starred in the movie Kiss Me Goodbye - 1982", "sally field"
"Born Nov 6, 1946, She starred in the movie Maybe I'll Come Home in the Spring - 1971", "sally field"
"Born Nov 6, 1946, She starred in the movie Mongo's Back in Town - 1971", "sally field"
"Born Nov 6, 1946, She starred in the movie Mrs. Doubtfire - 1993", "sally field"
"Born Nov 6, 1946, She starred in the movie Murphy's Romance - 1985", "sally field"
"Born Nov 6, 1946, She starred in the movie Norma Rae - 1979", "sally field"
"Born Nov 6, 1946, She starred in the movie Not Without My Daughter - 1991", "sally field"
"Born Nov 6, 1946, She starred in the movie Places in the Heart - 1984", "sally field"
"Born Nov 6, 1946, She starred in the movie Punchline - 1988", "sally field"
"Born Nov 6, 1946, She starred in the movie Smokey and the Bandit - 1977", "sally field"
"Born Nov 6, 1946, She starred in the movie Smokey and the Bandit II - 1980", "sally field"
"Born Nov 6, 1946, She starred in the movie Soapdish - 1991", "sally field"
"Born Nov 6, 1946, She starred in the movie Stay Hungry - 1976", "sally field"
"Born Nov 6, 1946, She starred in the movie Steel Magnolias - 1989", "sally field"
"Born Nov 6, 1946, She starred in the movie Surrender - 1987", "sally field"
"Born Nov 6, 1946, She starred in the movie Sybil - 1976", "sally field"
"Born Nov 6, 1946, She starred in the movie The End - 1978", "sally field"
"Born Nov 6, 1946, She starred in the movie The Way West - 1967", "sally field"
"Born Nov 6, 1946, She starred in the movie Where the Heart Is - 2000", "sally field"
"Born Oct 1, 1935, She starred in the movie 10 - 1979", "julie andrews"
"Born Oct 1, 1935, She starred in the movie A Fine Romance - 1992", "julie andrews"
"Born Oct 1, 1935, She starred in the movie Darling Lili - 1970", "julie andrews"
"Born Oct 1, 1935, She starred in the movie Duet for One - 1987", "julie andrews"
"Born Oct 1, 1935, She starred in the movie Hawaii - 1966", "julie andrews"
"Born Oct 1, 1935, She starred in the movie Little Miss Marker - 1980", "julie andrews"
"Born Oct 1, 1935, She starred in the movie Mary Poppins - 1964", "julie andrews"
"Born Oct 1, 1935, She starred in the movie Our Sons - 1991", "julie andrews"
"Born Oct 1, 1935, She starred in the movie S.O.B. - 1981", "julie andrews"
"Born Oct 1, 1935, She starred in the movie Star! - 1968", "julie andrews"
"Born Oct 1, 1935, She starred in the movie That's Life - 1986", "julie andrews"
"Born Oct 1, 1935, She starred in the movie The Americanization of Emily - 1964", "julie andrews"
"Born Oct 1, 1935, She starred in the movie The Man Who Loved Women - 1983", "julie andrews"
"Born Oct 1, 1935, She starred in the movie The Tamarind Seed - 1974", "julie andrews"
"Born Oct 1, 1935, She starred in the movie Thoroughly Modern Millie - 1967", "julie andrews"
"Born Oct 1, 1935, She starred in the movie Torn Curtain - 1966", "julie andrews"
"Born Oct 1, 1935, She starred in the movie Victor/Victoria - 1982", "julie andrews"
"Born Oct 16, 1925, She starred in the movie A Breath of Scandal - 1960", "angela lansbury"
"Born Oct 16, 1925, She starred in the movie A Lawless Street - 1955", "angela lansbury"
"Born Oct 16, 1925, She starred in the movie All Fall Down - 1962", "angela lansbury"
"Born Oct 16, 1925, She starred in the movie Bedknobs and Broomsticks - 1971", "angela lansbury"
"Born Oct 16, 1925, She starred in the movie Blue Hawaii - 1961", "angela lansbury"
"Born Oct 16, 1925, She starred in the movie Dear Heart - 1965", "angela lansbury"
"Born Oct 16, 1925, She starred in the movie Death on the Nile - 1978", "angela lansbury"
"Born Oct 16, 1925, She starred in the movie Enjeu de la vie/A Life at Stake - 1955", "angela lansbury"
"Born Oct 16, 1925, She starred in the movie Gaslight - 1944", "angela lansbury"
"Born Oct 16, 1925, She starred in the movie Harlow - 1965", "angela lansbury"
"Born Oct 16, 1925, She starred in the movie If Winter Comes - 1948", "angela lansbury"
"Born Oct 16, 1925, She starred in the movie In the Cool of the Day - 1963", "angela lansbury"
"Born Oct 16, 1925, She starred in the movie Ingrid - 1985", "angela lansbury"
"Born Oct 16, 1925, She starred in the movie Kind Lady - 1951", "angela lansbury"
"Born Oct 16, 1925, She starred in the movie Lace - 1984", "angela lansbury"
"Born Oct 16, 1925, She starred in the movie Little Gloria . . . Happy at Last - 1982", "angela lansbury"
"Born Oct 16, 1925, She starred in the movie Mr. Buddwing - 1966", "angela lansbury"
"Born Oct 16, 1925, She starred in the movie Mutiny - 1952", "angela lansbury"
"Born Oct 16, 1925, She starred in the movie National Velvet - 1944", "angela lansbury"
"Born Oct 16, 1925, She starred in the movie Pirates of Penzance - 1983", "angela lansbury"
"Born Oct 16, 1925, She starred in the movie Please Murder Me - 1955", "angela lansbury"
"Born Oct 16, 1925, She starred in the movie Remains To Be Seen - 1953", "angela lansbury"
"Born Oct 16, 1925, She starred in the movie Samson and Delilah - 1949", "angela lansbury"
"Born Oct 16, 1925, She starred in the movie Season of Passion - 1961", "angela lansbury"
"Born Oct 16, 1925, She starred in the movie Something for Everyone - 1970", "angela lansbury"
"Born Oct 16, 1925, She starred in the movie State of the Union - 1948", "angela lansbury"
"Born Oct 16, 1925, She starred in the movie Summer of the 17th Doll - 1959", "angela lansbury"
"Born Oct 16, 1925, She starred in the movie Tenth Avenue Angel - 1948", "angela lansbury"
"Born Oct 16, 1925, She starred in the movie The Amorous Adventures of Moll Flanders - 1965", "angela lansbury"
"Born Oct 16, 1925, She starred in the movie The Company of Wolves - 1985", "angela lansbury"
"Born Oct 16, 1925, She starred in the movie The Court Jester - 1956", "angela lansbury"
"Born Oct 16, 1925, She starred in the movie The Dark at the Top of the Stairs - 1960", "angela lansbury"
"Born Oct 16, 1925, She starred in the movie The First Olympics____Athens 1896 - 1984", "angela lansbury"
"Born Oct 16, 1925, She starred in the movie The Greatest Story Ever Told - 1965", "angela lansbury"
"Born Oct 16, 1925, She starred in the movie The Harvey Girls - 1945", "angela lansbury"
"Born Oct 16, 1925, She starred in the movie The Hoodlum Saint - 1946", "angela lansbury"
"Born Oct 16, 1925, She starred in the movie The Lady Vanishes - 1979", "angela lansbury"
"Born Oct 16, 1925, She starred in the movie The Long Hot Summer - 1958", "angela lansbury"
"Born Oct 16, 1925, She starred in the movie The Love She Sought - 1990", "angela lansbury"
"Born Oct 16, 1925, She starred in the movie The Manchurian Candidate - 1962", "angela lansbury"
"Born Oct 16, 1925, She starred in the movie The Mirror Crack'd - 1980", "angela lansbury"
"Born Oct 16, 1925, She starred in the movie The Picture of Dorian Gray - 1945", "angela lansbury"
"Born Oct 16, 1925, She starred in the movie The Private Affairs of Bel Ami - 1947", "angela lansbury"
"Born Oct 16, 1925, She starred in the movie The Purple Mask - 1955", "angela lansbury"
"Born Oct 16, 1925, She starred in the movie The Red Danube - 1949", "angela lansbury"
"Born Oct 16, 1925, She starred in the movie The Reluctant Debutante - 1958", "angela lansbury"
"Born Oct 16, 1925, She starred in the movie The Shell Seekers - 1989", "angela lansbury"
"Born Oct 16, 1925, She starred in the movie The Three Musketeers - 1974", "angela lansbury"
"Born Oct 16, 1925, She starred in the movie The World of Henry Orient - 1964", "angela lansbury"
"Born Oct 16, 1925, She starred in the movie Till the Clouds Roll By - 1946", "angela lansbury"
"Born Oct 28, 1963, She starred in the movie A Smile Like Yours - 1997", "lauren holly"
"Born Oct 28, 1963, She starred in the movie Any Given Sunday - 1999", "lauren holly"
"Born Oct 28, 1963, She starred in the movie Band of the Hand - 1986", "lauren holly"
"Born Oct 28, 1963, She starred in the movie Beautiful Girls - 1996", "lauren holly"
"Born Oct 28, 1963, She starred in the movie Down Periscope - 1996", "lauren holly"
"Born Oct 28, 1963, She starred in the movie Dumb & Dumber - 1994", "lauren holly"
"Born Oct 28, 1963, She starred in the movie Fugitive Among Us - 1992", "lauren holly"
"Born Oct 28, 1963, She starred in the movie No Looking Back - 1998", "lauren holly"
"Born Oct 28, 1963, She starred in the movie Sabrina - 1995", "lauren holly"
"Born Oct 28, 1963, She starred in the movie The Adventures of Ford Fairlane - 1990", "lauren holly"
"Born Oct 28, 1963, She starred in the movie Turbulence - 1997", "lauren holly"
"Born Oct 28, 1967, She starred in the movie A Century of Cinema - 1994", "julia roberts"
"Born Oct 28, 1967, She starred in the movie Blood Red - 1989", "julia roberts"
"Born Oct 28, 1967, She starred in the movie Conspiracy Theory - 1997", "julia roberts"
"Born Oct 28, 1967, She starred in the movie Dying Young - 1991", "julia roberts"
"Born Oct 28, 1967, She starred in the movie Erin Brockovich - 2000", "julia roberts"
"Born Oct 28, 1967, She starred in the movie Everyone Says I Love You - 1996", "julia roberts"
"Born Oct 28, 1967, She starred in the movie Flatliners - 1990", "julia roberts"
"Born Oct 28, 1967, She starred in the movie Hook - 1991", "julia roberts"
"Born Oct 28, 1967, She starred in the movie I Love Trouble - 1994", "julia roberts"
"Born Oct 28, 1967, She starred in the movie Mary Reilly - 1996", "julia roberts"
"Born Oct 28, 1967, She starred in the movie Michael Collins - 1996", "julia roberts"
"Born Oct 28, 1967, She starred in the movie My Best Friend's Wedding - 1997", "julia roberts"
"Born Oct 28, 1967, She starred in the movie Mystic Pizza ? 1988", "Julia Roberts "
"Born Oct 28, 1967, She starred in the movie Notting Hill - 1999", "julia roberts"
"Born Oct 28, 1967, She starred in the movie Pretty Woman - 1990", "julia roberts"
"Born Oct 28, 1967, She starred in the movie Ready To Wear (Pr?t-?-Porter) - 1994", "julia roberts"
"Born Oct 28, 1967, She starred in the movie Runaway Bride - 1999", "julia roberts"
"Born Oct 28, 1967, She starred in the movie Satisfaction - 1988", "julia roberts"
"Born Oct 28, 1967, She starred in the movie Sleeping With the Enemy - 1991", "julia roberts"
"Born Oct 28, 1967, She starred in the movie Something to Talk About - 1995", "julia roberts"
"Born Oct 28, 1967, She starred in the movie Steel Magnolias - 1989", "julia roberts"
"Born Oct 28, 1967, She starred in the movie Stepmom - 1998", "julia roberts"
"Born Oct 28, 1967, She starred in the movie The Pelican Brief - 1993", "julia roberts"
"Born Oct 28, 1967, She starred in the movie The Player - 1992", "julia roberts"
"Born Oct 29, 1971, She starred in the movie 1969 - 1988", "winona ryder"
"Born Oct 29, 1971, She starred in the movie Alien Resurrection - 1997", "winona ryder"
"Born Oct 29, 1971, She starred in the movie Beetlejuice - 1988", "winona ryder"
"Born Oct 29, 1971, She starred in the movie Boys - 1996", "winona ryder"
"Born Oct 29, 1971, She starred in the movie Bram Stoker's Dracula - 1992", "winona ryder"
"Born Oct 29, 1971, She starred in the movie Celebrity - 1998", "winona ryder"
"Born Oct 29, 1971, She starred in the movie Edward Scissorhands - 1990", "winona ryder"
"Born Oct 29, 1971, She starred in the movie Girl, Interrupted - 1999", "winona ryder"
"Born Oct 29, 1971, She starred in the movie Great Balls of Fire! - 1989", "winona ryder"
"Born Oct 29, 1971, She starred in the movie Heathers - 1989", "winona ryder"
"Born Oct 29, 1971, She starred in the movie How To Make an American Quilt - 1995", "winona ryder"
"Born Oct 29, 1971, She starred in the movie Little Women - 1994", "winona ryder"
"Born Oct 29, 1971, She starred in the movie Looking for Richard - 1996", "winona ryder"
"Born Oct 29, 1971, She starred in the movie Lucas - 1986", "winona ryder"
"Born Oct 29, 1971, She starred in the movie Mermaids - 1990", "winona ryder"
"Born Oct 29, 1971, She starred in the movie Night on Earth - 1992", "winona ryder"
"Born Oct 29, 1971, She starred in the movie Reality Bites - 1994", "winona ryder"
"Born Oct 29, 1971, She starred in the movie Square Dance - 1987", "winona ryder"
"Born Oct 29, 1971, She starred in the movie The Age of Innocence - 1993", "winona ryder"
"Born Oct 29, 1971, She starred in the movie The Crucible - 1996", "winona ryder"
"Born Oct 29, 1971, She starred in the movie The House of the Spirits - 1993", "winona ryder"
"Born Oct 29, 1971, She starred in the movie Welcome Home, Roxy Carmichael - 1990", "winona ryder"
"Born Oct 3, 1973, She starred in the movie 54 - 1998", "neve campbell"
"Born Oct 3, 1973, She starred in the movie Drowning Mona - 2000", "neve campbell"
"Born Oct 3, 1973, She starred in the movie Love Child - 1995", "neve campbell"
"Born Oct 3, 1973, She starred in the movie Paint Cans - 1994", "neve campbell"
"Born Oct 3, 1973, She starred in the movie Scream - 1996", "neve campbell"
"Born Oct 3, 1973, She starred in the movie Scream 2 - 1997", "neve campbell"
"Born Oct 3, 1973, She starred in the movie The Craft - 1996", "neve campbell"
"Born Oct 3, 1973, She starred in the movie The Dark - 1994", "neve campbell"
"Born Oct 3, 1973, She starred in the movie Three to Tango - 1999", "neve campbell"
"Born Oct 3, 1973, She starred in the movie Wild Things - 1998", "neve campbell"
"Born Oct 4, 1946, She starred in the movie A Dry White Season - 1989", "susan sarandon"
"Born Oct 4, 1946, She starred in the movie Anywhere But Here - 1999", "susan sarandon"
"Born Oct 4, 1946, She starred in the movie Atlantic City - 1980", "susan sarandon"
"Born Oct 4, 1946, She starred in the movie Bob Roberts - 1992", "susan sarandon"
"Born Oct 4, 1946, She starred in the movie Bull Durham - 1988", "susan sarandon"
"Born Oct 4, 1946, She starred in the movie Checkered Flag or Crash - 1977", "susan sarandon"
"Born Oct 4, 1946, She starred in the movie Compromising Positions - 1985", "susan sarandon"
"Born Oct 4, 1946, She starred in the movie Cradle Will Rock - 1999", "susan sarandon"
"Born Oct 4, 1946, She starred in the movie Da Grande - 1989", "susan sarandon"
"Born Oct 4, 1946, She starred in the movie Dead Man Walking - 1995", "susan sarandon"
"Born Oct 4, 1946, She starred in the movie Dragonfly - 1976", "susan sarandon"
"Born Oct 4, 1946, She starred in the movie Erik the Viking - 1989", "susan sarandon"
"Born Oct 4, 1946, She starred in the movie F. Scott Fitzgerald and "The Last of the Belles" - 1974", "susan sarandon"
"Born Oct 4, 1946, She starred in the movie He'll See You Now - 1984", "susan sarandon"
"Born Oct 4, 1946, She starred in the movie Illuminata - 1999", "susan sarandon"
"Born Oct 4, 1946, She starred in the movie James and the Giant Peach - 1996", "susan sarandon"
"Born Oct 4, 1946, She starred in the movie Joe - 1970", "susan sarandon"
"Born Oct 4, 1946, She starred in the movie Joe Gould's Secret - 2000", "susan sarandon"
"Born Oct 4, 1946, She starred in the movie King of the Gypsies - 1978", "susan sarandon"
"Born Oct 4, 1946, She starred in the movie Light Sleeper - 1992", "susan sarandon"
"Born Oct 4, 1946, She starred in the movie Little Women - 1994", "susan sarandon"
"Born Oct 4, 1946, She starred in the movie Lorenzo's Oil - 1992", "susan sarandon"
"Born Oct 4, 1946, She starred in the movie Lovin' Molly - 1974", "susan sarandon"
"Born Oct 4, 1946, She starred in the movie Loving Couples - 1980", "susan sarandon"
"Born Oct 4, 1946, She starred in the movie Mortadella/Lady Liberty - 1972", "susan sarandon"
"Born Oct 4, 1946, She starred in the movie Mussolini & I - 1985", "susan sarandon"
"Born Oct 4, 1946, She starred in the movie One Summer Love - 1976", "susan sarandon"
"Born Oct 4, 1946, She starred in the movie Pretty Baby - 1978", "susan sarandon"
"Born Oct 4, 1946, She starred in the movie Safe Passage - 1994", "susan sarandon"
"Born Oct 4, 1946, She starred in the movie Something Short of Paradise - 1979", "susan sarandon"
"Born Oct 4, 1946, She starred in the movie Stepmom - 1998", "susan sarandon"
"Born Oct 4, 1946, She starred in the movie Sweet Hearts Dance - 1988", "susan sarandon"
"Born Oct 4, 1946, She starred in the movie Tempest - 1982", "susan sarandon"
"Born Oct 4, 1946, She starred in the movie The Buddy System - 1984", "susan sarandon"
"Born Oct 4, 1946, She starred in the movie The Celluloid Closet - 1996", "susan sarandon"
"Born Oct 4, 1946, She starred in the movie The Client - 1994", "susan sarandon"
"Born Oct 4, 1946, She starred in the movie The Front Page - 1974", "susan sarandon"
"Born Oct 4, 1946, She starred in the movie The Great Smokey Roadblock/The Last of the Cowboys - 1976", "susan Sarandon"
"Born Oct 4, 1946, She starred in the movie The Great Waldo Pepper - 1975", "susan sarandon"
"Born Oct 4, 1946, She starred in the movie The Hunger - 1983", "susan sarandon"
"Born Oct 4, 1946, She starred in the movie The January Man - 1989", "susan sarandon"
"Born Oct 4, 1946, She starred in the movie The Other Side of Midnight - 1977", "susan sarandon"
"Born Oct 4, 1946, She starred in the movie The Player - 1992", "susan sarandon"
"Born Oct 4, 1946, She starred in the movie The Rocky Horror Picture Show - 1975", "susan sarandon"
"Born Oct 4, 1946, She starred in the movie The Witches of Eastwick - 1987", "susan sarandon"
"Born Oct 4, 1946, She starred in the movie Thelma & Louise - 1991", "susan sarandon"
"Born Oct 4, 1946, She starred in the movie Twilight - 1998", "susan sarandon"
"Born Oct 4, 1946, She starred in the movie White Palace - 1990", "susan sarandon"
"Born Oct 4, 1946, She starred in the movie Who Am I This Time? - 1982", "susan sarandon"
"Born Oct 4, 1946, She starred in the movie Women of Valor - 1986", "susan sarandon"
"Born Oct 4, 1976, She starred in the movie Batman & Robin - 1997", "alicia silverstone"
"Born Oct 4, 1976, She starred in the movie Blast From the Past - 1999", "alicia silverstone"
"Born Oct 4, 1976, She starred in the movie Clueless - 1995", "alicia silverstone"
"Born Oct 4, 1976, She starred in the movie Excess Baggage - 1997", "alicia silverstone"
"Born Oct 4, 1976, She starred in the movie Hideaway - 1995", "alicia silverstone"
"Born Oct 4, 1976, She starred in the movie Le Nouveau Monde - 1995", "alicia silverstone"
"Born Oct 4, 1976, She starred in the movie Love's Labour's Lost - 2000", "alicia silverstone"
"Born Oct 4, 1976, She starred in the movie The Babysitter - 1995", "alicia silverstone"
"Born Oct 4, 1976, She starred in the movie True Crime - 1995", "alicia silverstone"
"Born Oct 8, 1949, She starred in the movie A Map of the World - 1999", "sigourney weaver"
"Born Oct 8, 1949, She starred in the movie Alien - 1979", "sigourney weaver"
"Born Oct 8, 1949, She starred in the movie Alien 3 - 1992", "sigourney weaver"
"Born Oct 8, 1949, She starred in the movie Alien Resurrection - 1997", "sigourney weaver"
"Born Oct 8, 1949, She starred in the movie Aliens - 1986", "sigourney weaver"
"Born Oct 8, 1949, She starred in the movie Annie Hall - 1977", "sigourney weaver"
"Born Oct 8, 1949, She starred in the movie Copycat - 1995", "sigourney weaver"
"Born Oct 8, 1949, She starred in the movie Dave - 1993", "sigourney weaver"
"Born Oct 8, 1949, She starred in the movie Deal of the Century - 1983", "sigourney weaver"
"Born Oct 8, 1949, She starred in the movie Death and the Maiden - 1994", "sigourney weaver"
"Born Oct 8, 1949, She starred in the movie Eyewitness - 1981", "sigourney weaver"
"Born Oct 8, 1949, She starred in the movie Galaxy Quest - 1999", "sigourney weaver"
"Born Oct 8, 1949, She starred in the movie Get Bruce - 1999", "sigourney weaver"
"Born Oct 8, 1949, She starred in the movie Ghostbusters - 1984", "sigourney weaver"
"Born Oct 8, 1949, She starred in the movie Ghostbusters 2 - 1989", "sigourney weaver"
"Born Oct 8, 1949, She starred in the movie Gorillas in the Mist - 1988", "sigourney weaver"
"Born Oct 8, 1949, She starred in the movie Half Moon Street - 1986", "sigourney weaver"
"Born Oct 8, 1949, She starred in the movie Jeffrey - 1995", "sigourney weaver"
"Born Oct 8, 1949, She starred in the movie Madman - 1978", "sigourney weaver"
"Born Oct 8, 1949, She starred in the movie One Woman or Two - 1987", "sigourney weaver"
"Born Oct 8, 1949, She starred in the movie The Grimm Brothers' Snow White - 1997", "sigourney weaver"
"Born Oct 8, 1949, She starred in the movie The Ice Storm - 1997", "sigourney weaver"
"Born Oct 8, 1949, She starred in the movie The Year of Living Dangerously - 1983", "sigourney weaver"
"Born Oct 8, 1949, She starred in the movie Working Girl - 1988", "sigourney weaver"
"Born Sep 15, 1946, he starred in the movie Back Roads - 1981", "tommy lee jones"
"Born Sep 15, 1946, he starred in the movie Barn Burning - 1980", "tommy lee jones"
"Born Sep 15, 1946, he starred in the movie Batman Forever - 1995", "tommy lee jones"
"Born Sep 15, 1946, he starred in the movie Black Moon Rising - 1986", "tommy lee jones"
"Born Sep 15, 1946, he starred in the movie Blown Away - 1994", "tommy lee jones"
"Born Sep 15, 1946, he starred in the movie Blue Sky - 1994", "tommy lee jones"
"Born Sep 15, 1946, he starred in the movie Coal Miner's Daughter - 1980", "tommy lee jones"
"Born Sep 15, 1946, he starred in the movie Cobb - 1994", "tommy lee jones"
"Born Sep 15, 1946, he starred in the movie Double Jeopardy - 1999", "tommy lee jones"
"Born Sep 15, 1946, he starred in the movie Eliza's Horoscope - 1977", "tommy lee jones"
"Born Sep 15, 1946, he starred in the movie Firebirds - 1990", "tommy lee jones"
"Born Sep 15, 1946, he starred in the movie Heaven & Earth - 1993", "tommy lee jones"
"Born Sep 15, 1946, he starred in the movie House of Cards - 1993", "tommy lee jones"
"Born Sep 15, 1946, he starred in the movie Jackson County Jail - 1976", "tommy lee jones"
"Born Sep 15, 1946, he starred in the movie JFK - 1991", "tommy lee jones"
"Born Sep 15, 1946, he starred in the movie Life Study - 1973", "tommy lee jones"
"Born Sep 15, 1946, he starred in the movie Love Story - 1970", "tommy lee jones"
"Born Sep 15, 1946, he starred in the movie Men in Black - 1997", "tommy lee jones"
"Born Sep 15, 1946, he starred in the movie Nate and Hayes - 1983", "tommy lee jones"
"Born Sep 15, 1946, he starred in the movie Natural Born Killers - 1994", "tommy lee jones"
"Born Sep 15, 1946, he starred in the movie Rolling Thunder - 1977", "tommy lee jones"
"Born Sep 15, 1946, he starred in the movie Rules of Engagement - 2000", "tommy lee jones"
"Born Sep 15, 1946, he starred in the movie Stormy Monday - 1988", "tommy lee jones"
"Born Sep 15, 1946, he starred in the movie The Betsy - 1978", "tommy lee jones"
"Born Sep 15, 1946, he starred in the movie The Big Town - 1987", "tommy lee jones"
"Born Sep 15, 1946, he starred in the movie The Client - 1994", "tommy lee jones"
"Born Sep 15, 1946, he starred in the movie The Eyes of Laura Mars - 1978", "tommy lee jones"
"Born Sep 15, 1946, he starred in the movie The Fugitive - 1993", "tommy lee jones"
"Born Sep 15, 1946, he starred in the movie The Package - 1989", "tommy lee jones"
"Born Sep 15, 1946, he starred in the movie The River Rat - 1984", "tommy lee jones"
"Born Sep 15, 1946, he starred in the movie U.S. Marshals - 1998", "tommy lee jones"
"Born Sep 15, 1946, he starred in the movie Under Siege - 1992", "tommy lee jones"
"Born Sep 15, 1946, he starred in the movie Volcano - 1997", "tommy lee jones"
"Born Sep 16, 1924, She starred in the movie A Star for Two - 1991", "lauren bacall"
"Born Sep 16, 1924, She starred in the movie A Woman's World - 1954", "lauren bacall"
"Born Sep 16, 1924, She starred in the movie All I Want for Christmas - 1991", "lauren bacall"
"Born Sep 16, 1924, She starred in the movie Appointment With Death - 1988", "lauren bacall"
"Born Sep 16, 1924, She starred in the movie Blood Alley - 1955", "lauren bacall"
"Born Sep 16, 1924, She starred in the movie Bright Leaf - 1950", "lauren bacall"
"Born Sep 16, 1924, She starred in the movie Confidential Agent - 1945", "lauren bacall"
"Born Sep 16, 1924, She starred in the movie Dark Passage - 1947", "lauren bacall"
"Born Sep 16, 1924, She starred in the movie Designing Woman - 1957", "lauren bacall"
"Born Sep 16, 1924, She starred in the movie Diamonds - 1999", "lauren bacall"
"Born Sep 16, 1924, She starred in the movie Dinner at Eight - 1989", "lauren bacall"
"Born Sep 16, 1924, She starred in the movie Flame Over India - 1959", "lauren bacall"
"Born Sep 16, 1924, She starred in the movie H.E.A.L.T.H. - 1979", "lauren bacall"
"Born Sep 16, 1924, She starred in the movie Harper - 1966", "lauren bacall"
